brand_name,item_name,brand_id,item_id,upc,item_type,item_description,nf_ingredient_statement,nf_calories,nf_calories_from_fat,nf_total_fat,nf_saturated_fat,nf_trans_fatty_acid,nf_polyunsaturated_fat,nf_monounsaturated_fat,nf_cholesterol,nf_sodium,nf_total_carbohydrate,nf_dietary_fiber,nf_sugars,nf_protein,nf_vitamin_a_dv,nf_vitamin_c_dv,nf_calcium_dv,nf_iron_dv,nf_potassium,nf_servings_per_container,nf_serving_size_qty,nf_serving_size_unit,nf_serving_weight_grams,metric_qty,metric_uom,images_front_full_url,updated_at,section_ids
Hanover,Baked Beans,51db37c9176fe9790a8995f1,5464c713a9ffad0169a89b20,28800130741,2,null,null,130,0,0,0,0,null,null,0,480,25,6,10,6,0,0,6,10,null,6,0.5,cup,130,130,g,https://d1r9wva3zcpswd.cloudfront.net/5464ca7d0f427cce040e0481.jpeg,2014-11-24T20:24:24+00:00,null
Beech-Nut,"Apples & Bananas, Stage 2",51db37c3176fe9790a8991f6,51c3ea5e97c3e6de73cb9b8a,52200005149,2,Stage 2,"Apples, Water Necessary for Preservatives, Fully Ripened Bananas, Citric Acid and Ascorbic Acid (Vitamin C).",60,0,null,null,null,null,null,null,null,null,null,12,0,0,45,0,0,null,null,1,jar,null,null,null,null,2014-11-24T20:24:24+00:00,null
Color-a-Cookie,"Hand Decorated MLB Cookies, Boston Red Sox",51db37b9176fe9790a898bad,51c3eff197c3e6de73cbc2d5,6409450101,2,Boston Red Sox,"Flour, Palm Shortening, Sugar, Corn Starch, Honey, Water, Skim Milk Powder, Egg Powder, Natural and Artificial Flavors, Salt, Soy Lecithin, Sodium Bicarbonate, Egg White Powder, Colors (Titanium Dioxide, Blue 1, Blue 2, Red 3, Red 40, Yellow 5, Yellow 6).",220,80,8,4,0,null,null,0,85,34,0,16,2,0,0,2,2,null,24,1,cookie,null,null,null,null,2014-11-24T20:24:24+00:00,null
Farmland,Naturally Hickory Smoked Classic Cut Bacon,51db37b2176fe9790a898595,51c3f2ba97c3e6de73cbd6a1,70247123091,2,Hickory Smoked,"Cured with; Water, Salt, Sugar, Sodium Phosphate, Sodium Erythorbate, Sodium Nitrite.",80,60,7,3,0,null,null,15,260,0,null,null,4,null,null,null,null,null,10,2,pan fried slices,45,15,g,https://d1r9wva3zcpswd.cloudfront.net/53d8f0ff8e32a9444d30a671.jpeg,2014-11-24T20:24:24+00:00,null
Hannaford,Buffalo-Style Chicken Strips,51db37b1176fe9790a898440,558d9556c375fbae0f93c927,41268188703,2,null,null,200,100,11,2,0,6,2.5,35,960,11,0,0,13,0,0,0,6,null,8,3,oz,84,84,g,https://d1r9wva3zcpswd.cloudfront.net/558d964ccc71c5920fae01aa.jpeg,2015-06-26T18:13:32+00:00,null
Hormel,"Chicken, White & Dark, In Water",51db37b6176fe9790a89899b,51c3741f97c3e69de4b0c43b,37600448932,2,"White & Dark, In Water","White and Dark Chicken, Water, Salt, Modified Potato Starch, Sodium Phosphates.",70,25,3,1,0,null,null,45,250,0,0,0,10,0,0,0,0,null,4,2,oz,56,56,g,null,2014-11-24T20:24:24+00:00,null
McCutcheon's,Apple Butter,5268310d3203b9c339000120,551cefb9c66514eb0b4a41fb,87222180314,2,null,null,30,0,0,0,0,null,null,0,0,8,0,6,0,null,null,null,null,null,14,1,tbsp,18,18,g,https://d1r9wva3zcpswd.cloudfront.net/551cf14a3b5829480d4b63e0.jpeg,2015-04-02T07:35:38+00:00,null
Good Sense,Dried Cherries & Glazed Walnuts,51db37c9176fe9790a8995f5,55d4248431e6210b0a31530b,30243696777,2,null,null,140,80,8,1,0,null,null,0,10,16,2,14,2,4,0,4,2,null,3,0.25,cup,30,30,g,https://d1r9wva3zcpswd.cloudfront.net/55d4253ebe89ad1f0a715231.jpeg,2015-08-19T06:42:06+00:00,null
Sanders,Dark Chocolate Almonds,51db37c9176fe9790a899603,552e4aaab9cfee870d27bbd7,35900270291,2,null,null,210,140,16,6,0,null,null,0,0,19,4,13,4,0,0,4,15,null,4.5,1.4,oz,40,40,g,https://d1r9wva3zcpswd.cloudfront.net/552e4ae7b9cfee870d27bbe2.jpeg,2015-04-15T11:26:31+00:00,null
Good Sense,"Best Fiber Powder, Fiber Supplement",51db37c9176fe9790a8995f5,5531b2a1a168e8d670d0f8d4,846036003611,2,null,null,15,null,null,null,null,null,null,null,0,4,3,0,null,null,null,null,null,null,62,2,tsp,3.5,3.5,g,https://d1r9wva3zcpswd.cloudfront.net/5531b3a0da1655a64b5192ec.jpeg,2015-04-18T01:30:08+00:00,null
Red Island,"Olive Oil, Extra Virgin, Cold Pressed, Bread & Salads",51db37b2176fe9790a8984fd,51c3d1bb97c3e6d8d3b516dc,73589000488,2,"Extra Virgin, Cold Pressed, Bread & Salads",100% Australian Extra Virgin Olive Oil.,130,130,14,2,null,null,null,0,0,0,null,null,0,0,0,0,0,null,33,1,tbsp,14,14,g,null,2014-11-24T20:24:24+00:00,null
Libby's,"Corn, Whole Kernel Sweet",51db37b1176fe9790a898487,551cef1cb2bfc1d23ea5e3bd,37100280049,2,null,null,60,15,1.5,0,0,null,null,0,200,9,2,7,2,0,6,0,2,null,3,0.5,cup,125,125,g,https://d1r9wva3zcpswd.cloudfront.net/551ceff250d33508433b3588.jpeg,2015-04-02T07:29:55+00:00,null
Cave Man,Chicken Jerky,53eb774feda2225b554fe680,54e61dca1a6a53800e603efa,853385003407,2,null,null,60,15,1.5,0,0,null,null,35,280,2,0,1,12,4,0,null,null,null,3,1,oz,28,28,g,https://d1r9wva3zcpswd.cloudfront.net/54e77d2bae3665147a5953d2.jpeg,2015-02-20T18:30:03+00:00,null
California Pizza Kitchen Grocery,"Pizza, Crispy Thin Crust, Hawaiian Recipe",51db37b3176fe9790a8986b6,51d2f830cc9bff111580c6bb,71921014650,2,"Crispy Thin Crust, Hawaiian Recipe","Wheat Flour, Shredded Reduced Fat Reduced Sodium Mozzarella Cheese (Pasteurized Part-Skim Milk, Nonfat Milk, Modified Food Starch [Ingredient Not in Regular Mozzarella Cheese], Cheese Culture, Salt, Potassium Chloride [Ingredient Not in Regular Mozzarella Cheese], Natural Flavor [Ingredient Not in Regular Mozzarella Cheese], Annatto [Color], Vitamin A Palmitate, Enzymes), Water, Cooked Smoked Ham Water Added, Hickory Smoke Flavor Added (Cured with: Water, Salt, Potassium Lactate, Sugar, Sodium Phosphate, Smoke Flavoring, Sodium Ascorbate, Sodium Nitrite), Pineapple, Tomatoes, Tomato Juice, Tomato Paste, Partially Hydrogenated Soybean Oil, Contains Less than 2% of Soybean Oil, Sugar, Soy Lecithin, Cornmeal, Olive Oil, Garlic, Salt, Yeast, Malted Barley Flour, Dextrose, Baking Soda, Sodium Aluminum Phosphate, Enzymes, Potassium Sorbate (Preservative), Citric Acid, Flavor, Sodium Citrate, Xanthan Gum, Beta Carotene (Color).",350,100,12,5,0,null,null,25,640,43,2,6,18,8,6,30,15,null,1,1,pizza,175,175,g,https://d1r9wva3zcpswd.cloudfront.net/536ae5ab86a4a2c97083e7cf.jpeg,2014-11-24T20:24:24+00:00,null
Meijer,"Cottage Cheese, Large Curd, 4% Milkfat Min.",51db37b0176fe9790a8983e0,51c37bca97c3e6d272824d94,41250112532,2,"Large Curd, 4% Milkfat Min.","Grade A Cultured Nonfat Milk, Cream, Salt, Potassium Sorbate (a Mold Inhibitor), Guar Gum, Mono & Diglycerides, Carrageenan, Polysorbate 80, Locust Bean Gum, Natural and Artificial Flavors, Enzymes.",110,45,5,3,0,null,null,25,440,4,0,3,13,4,0,8,0,null,6,0.5,cup,113,113,g,null,2014-11-24T20:24:24+00:00,null
Cafe Cremes,Cappuccino Sandwich Cookies,51db37b9176fe9790a898baa,51c3efe397c3e6de73cbc26b,44000016876,2,null,"Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate (Vitamin B1), Riboflavin (Vitamin B2), Folic Acid), Sugar, Partially Hydrogenated Oils, Whey (from Milk), High Fructose Corn Syrup, Salt, Leavening (Baking Soda, Calcium Phosphate), Cornstarch, Cocoa, Natural and Artificial Flavors, Soy Lecithin (Emulsifier).",160,70,8,1,null,null,null,0,130,22,0,9,1,0,0,2,4,null,10,2,ea,33,33,g,null,2014-11-24T20:24:24+00:00,null
Usana,"Nutrimeal Nutritious Meal Replacement Shake, French Vanilla",54abffc98aeb5b0d0a6de066,55809f55f68876652aad365d,112200008295,2,null,null,240,70,7,1,0,null,null,0,310,35,8,18,15,15,25,25,15,null,9,3,scoops,60,60,g,https://d1r9wva3zcpswd.cloudfront.net/558180cd30b99954739c23d8.jpeg,2015-06-17T14:14:37+00:00,null
Mu Mu Muesli,"Cereal, Flax Seeds Dates Almonds Raisins Cranberries Coconut",54fdbba9c24c51dd40e5c016,54fdbc040ff3284f1acc5199,804879141280,2,null,null,210,55,6,2,0,null,null,0,4,34,8,6,7,0,2,4,15,null,10,0.5,cup,57,57,g,https://d1r9wva3zcpswd.cloudfront.net/54fdf5424e9d7e6f76e3f438.jpeg,2015-03-09T19:32:18+00:00,null
Simply To Go,Cheese & Grapes Snack,5457c4580d5781691593ece2,546a0899eda64c0d62056428,404000025566,2,null,null,270,170,19,12,0,null,null,60,350,11,0,9,15,10,2,40,4,null,1,1,snack cup,111,111,g,https://d1r9wva3zcpswd.cloudfront.net/546a0faf86f80d902a7c0a27.jpeg,2014-11-24T20:24:24+00:00,null
Montchevre,"Goat Milk Feta, Crumbled",51db37b7176fe9790a8989fa,5550ec994619d01249e45b36,761657907431,2,null,null,70,50,6,4,0,null,null,10,310,1,null,null,4,0,0,8,null,null,4,0.5,inch slice,28,28,g,https://d1r9wva3zcpswd.cloudfront.net/5550eda80bc9209e392b7a2a.jpeg,2015-05-11T17:58:00+00:00,null
DeBoles,"Pasta, Organic Spaghetti Made W/Jerusalem Artichoke Flour 8 Oz",51db37b8176fe9790a898b15,51c5478b97c3e6efadd5ef66,30684857409,2,Organic Spaghetti Made W/Jerusalem Artichoke Flour 8 Oz,"Organic Durum Wheat Semolina, Organic Jerusalem Artichoke Flour. Contains: Wheat.",210,10,1,0,0,null,null,0,5,43,1,2,7,0,0,0,6,null,4,56,G,56,56,g,null,2014-11-24T20:24:24+00:00,null
Jell-O,"Reduced Calorie Pudding & Pie Filling, Chocolate",51db37b0176fe9790a8983d5,51d2fdb0cc9bff111580ebd8,43000208205,2,"Sugar Free/Fat Free, Chocolate","Cornstarch, Cocoa Processed with Alkali, Modified Cornstarch, Salt, Contains Less than 2% of Natural and Artificial Flavor, Calcium Carrageenan (Thickener), Fumaric Acid, Aspartame (Phenylketonurics: Contains Phenylalanine) and Acesulfame Potassium (Sweeteners), Polysorbate 60 (Prevents Scorching), Red 40, Yellow 5. Blue 2.",30,0,0,0,0,null,null,0,110,7,0.5,0,0.5,0,0,0,6,null,6,0.16,package,9,10,g,https://d1r9wva3zcpswd.cloudfront.net/536ace1fc7f5e4565d7a035a.jpeg,2014-11-24T20:24:24+00:00,null
Stater Bros.,Wheat Rolls,51db37bd176fe9790a898e92,5527cf5a15e511601d31f51d,74175001186,2,null,null,70,10,1,0,0,null,null,0,150,13,1,1,2,0,0,2,4,null,12,1,roll,29,29,g,https://d1r9wva3zcpswd.cloudfront.net/5527cfd915e511601d31f53e.jpeg,2015-04-10T13:27:53+00:00,null
Butter Braid,"Braided Pastry, Cherry",546a0930eda64c0d62056470,54fe2c2a4e9d7e6f76e3f56a,745771004221,2,null,null,150,40,4.5,2.5,0,null,null,10,105,25,0.5,10,3,4,0,0,4,null,11,1,inch slice,57,57,g,https://d1r9wva3zcpswd.cloudfront.net/54fe2cfaab7c0b1a68eb4375.jpeg,2015-03-09T23:30:02+00:00,null
Snak Club,"Candy, Assorted Fruit, Snack Size",51db37b1176fe9790a898429,51c3ba4c97c3e6d8d3b4606c,87076807726,2,"Assorted Fruit, Snack Size","Corn Syrup, Sugar, Contains 2% or Less of: Malic Acid, Natural and Artificial Flavor, and Artificial Color (Red 40, Blue 1, Yellow 5, and Yellow 6).",60,0,0,0,0,null,null,0,0,15,0,9,0,0,0,0,0,null,5,2.5,pieces,15,15,g,null,2014-11-24T20:24:24+00:00,null
Lea & Perrins,"Marinade in A Bag, Cracked Peppercorn",51db37b9176fe9790a898c1b,51c3bd1b97c3e6d8d3b47491,51600080015,2,Cracked Peppercorn,"Distilled White Vinegar, High Fructose Corn Syrup, Water, Lea and Perrins Worcestershire Sauce (Distilled White Vinegar Molasses, Sugar, Water, Salt, Onions, Anchovies Garlic, Cloves, Tamarind Extract, Natural Flavorings, Chili Pepper Extract), Molasses, Black and White Pepper, Dehydrated Garlic, Salt, Modified Cornstarch, Dehydrated Roasted Garlic, Xanthan Gum, Garlic Powder, Dehydrated Onion, Caramel Color, Onion Powder, Citric Acid, Sodium Benzoate and Potassium Sorbate Added as Preservatives, Soybean Oil, Mono- and Diglycerides, Soy Lecithin, Garlic Extract.",15,0,0,0,0,null,null,0,150,4,0,1,0,0,0,0,6,null,21,1,tbsp,16,16,g,https://d1r9wva3zcpswd.cloudfront.net/536ad9b6c3cba98a306b0044.jpeg,2014-11-24T20:24:24+00:00,null
Shaw's,"Cooking Spray, Vegetable Oil",51db37b4176fe9790a898834,51c3d1d097c3e6d8d3b51794,45674250191,2,Vegetable Oil,"Soybean Oil (Adds a Trivial Amount of Fat), Soy Lecithin, Dimethyl Silicone (for Anti-Foaming), Propellant.",0,0,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,null,565,0.25,sec spray,0.25,0.25,g,null,2014-11-24T20:24:24+00:00,null
La Preferida,"Kidney Beans, Light Red",51db37bc176fe9790a898dfa,51d2fc75cc9bff111580e3b0,71524017836,2,Light Red,"Prepared Light Red Kidney Beans, Water, Sugar, Salt, Calcium Chloride and Disodium EDTA (for Color Retention).",120,10,1,0,0,null,null,0,410,21,7,1,8,0,2,8,15,null,3.5,0.5,cup,130,130,g,null,2014-11-24T20:24:24+00:00,null
Lindt Lindor,"Milk Chocolate Truffles, Milk and White",534d35ea02a5a7910b462f64,550712791da242fd1ec75b55,37466048079,2,null,null,230,160,18,13,0,null,null,5,35,15,0.5,14,2,2,0,6,2,null,17,3,balls,36,36,g,https://d1r9wva3zcpswd.cloudfront.net/550713081da242fd1ec75b7c.jpeg,2015-03-16T17:29:46+00:00,null
Cascade Pride,Honey Wheat Berry Bread,51db37e5176fe9790a89a5bc,545a509f8c56fa5416027816,17072000050,2,null,null,90,10,1,0,0,null,null,0,210,17,2,1,3,0,0,0,6,null,16,1,slice,43,43,g,https://d1r9wva3zcpswd.cloudfront.net/545a541e8c56fa5416027926.jpeg,2014-11-24T20:24:24+00:00,null
Season,"Skinless & Boneless Sardines, in Water",51db37be176fe9790a898f2e,51c3ee1a97c3e6de73cbb681,70303022054,2,in Water,"Sardines, Water, Salt.",160,70,8,2,null,null,null,37,400,0,0,0,24,2,0,30,10,null,1,85,g,85,85,g,null,2014-11-24T20:24:24+00:00,null
Nestle Dolcetto,"Frozen Dessert Cake, Vanilla Chocolate Allure",54ca65276f1a024b0f9197aa,54ca652976a774671dab18f0,55000406239,2,null,null,90,45,5,3.5,0,null,null,0,20,9,0,8,1,0,0,2,0,null,0,0.1,cake,null,60,ml,https://d1r9wva3zcpswd.cloudfront.net/54de4ea37ea1cda21acc5a60.jpeg,2015-02-13T19:21:08+00:00,null
World Harbors,Island Mango Marinade Sweet and Tangy,51db37c2176fe9790a8991a6,52e7e01ae463807a5c000444,715364100241,2,null,"High Fructose Corn Syrup, Water, Mango Puree, Vinegar, Modified Food Starch, Lemon Juice Concentrate, Sea Salt, Canola Oil, Red Bell Pepper (Dried), Onion (Dried), Xanthan Gum, Potassium Sorbate (as a Preservative), Garlic (Dried), Crushed Red Pepper, Sodium Benzoate (as a Preservative), Jalapeno, Spices, Citric Acid.",25,0,0,null,0,null,null,null,130,7,null,5,0,0,0,0,0,null,32,1,tbsp,17,17,g,https://d1r9wva3zcpswd.cloudfront.net/5360fdc25375dde50ab405c7.jpeg,2014-11-24T20:24:24+00:00,null
Back to Nature,Nantucket Blend,51db37b5176fe9790a8988bb,556f5d86af10b73b6528b93a,759283000206,2,null,null,130,70,8,0.5,0,2,5,0,0,16,2,12,3,0,2,4,4,null,26,3,tbsp,30,30,g,https://d1r9wva3zcpswd.cloudfront.net/556f5e552ffdd45d65416937.jpeg,2015-06-03T20:06:46+00:00,null
Acme Bread,Sour Baguette,545a5281a1e8ac9e23de3608,557e337bf53555070a95d302,649742000062,2,null,null,120,0,0,0,0,null,null,0,270,26,0,0,4,0,0,0,4,null,4,2,oz,57,57,g,https://d1r9wva3zcpswd.cloudfront.net/557e3442368b65e9099d5962.jpeg,2015-06-15T02:11:14+00:00,null
Medi WEightloss,Maple Brown Sugar Oatmeal,545ce7be90529ba36e4e1e71,54748895cabbc1f8661c06ee,857723004316,2,null,null,100,10,1,0,0,null,null,15,170,9,2,0,14,0,0,15,2,80,7,1,packet,26.6,26.6,g,https://d1r9wva3zcpswd.cloudfront.net/5474914d5c795fc5771e1d01.jpeg,2014-11-25T14:25:17+00:00,null
Chobani Greek Yogurt,"Nonfat Yogurt, Vanilla Blended",555f51fa68cd008d7af1e5a6,55c8b8d2df77efc05b0f8e88,21200007873,2,null,null,120,0,0,0,0,null,null,5,60,16,0.5,13,13,0,0,15,0,null,null,1,container,150,150,g,https://d1r9wva3zcpswd.cloudfront.net/55c8b9bc33f7bc2439433d68.jpeg,2015-08-10T14:48:28+00:00,null
Barq's Diet,"Creme Soda, French Vanilla Contour",51db37e3176fe9790a89a46d,51c5443d97c3e6efadd5d5c7,49000052008,2,French Vanilla Contour,"Carbonated Water, Natural And Artificial Flavors, Aspartame, Sodium Benzoate (to Protect Taste), Caramel Color, Citric Acid, Acacia",0,0,0,null,null,null,null,null,35,0,null,0,0,0,0,0,0,null,6,360,ml,null,null,null,null,2014-11-24T20:24:24+00:00,null
Fox's U-Bet,Strawberry Syrup,51db37c0176fe9790a89900e,51c3fcb597c3e6dfa4df1a85,70216242013,2,null,"High Fructose Corn Syrup and/or Sugar, Water, Strawberry and Other Natural Flavors, Citric Acid, Red 40, Xanthan Gum, Sodium Benzoate.",80,0,0,null,null,null,null,null,10,21,null,18,1,0,0,0,0,null,11,2,tbls,51,51,g,null,2014-11-24T20:24:24+00:00,null
Resource,"Medical Food Nutritional Formula, with Fiber for Children 1-10 Years, French Vanilla",51db37c9176fe9790a899653,51c3d01797c3e6d8d3b5091e,43900331454,2,"with Fiber for Children 1-10 Years, French Vanilla","Water, Hydrolyzed Cornstarch, Sugar, Sodium and Calcium Caseinate, High Oleic Sunflower Oil, Soybean Oil, Medium Chain Triglycerides, Whey Protein Concentrate, Soy Fiber, Partially Hydrolyzed Guar Gum, Calcium Phosphate Tribasic, Potassium Citrate, Natural and Artificial Flavor, Soy Lecithin, Magnesium Phosphate Tribasic, Carrageenan, Choline Chloride, Sodium Chloride, Ascorbic Acid, Potassium Hydroxide, Taurine, M-Inositol, Ferrous Sulfate, Zinc Sulfate, Alpha Tocopheryl Acetate, Niacinamide, Calcium Pantothenate, L-Carnitine, Manganese Sulfate, Copper Gluconate, Thiamine Hydrochloride, Pyridoxine Hydrochloride, BHA/BHT (to Preserve Freshness), Riboflavin, Beta Carotene, Vitamin A Palmitate, Folic Acid, Biotin, Chromic Acetate, Potassium Iodide, Sodium Molybdate, Sodium Selenite, Phytonadione (Vitamin K1), Cholecalciferol (Vitamin D3), Cyanocobalamin (Vitamin B12).",237,0,11,null,null,null,null,null,140,26,1,null,7,0,40,27,18,null,6,8,fl oz,null,null,null,null,2014-11-24T20:24:24+00:00,null
The Pure Pantry,"Pancake and Baking Mix, Organic Buckwheat Flax",54072ca47f1cfd9d3a07a884,550cc8a164b190d529519534,854338003079,2,null,null,110,45,4,0,0,null,null,0,490,23,6,2,5,0,0,4,2,null,42,2,pancakes,40,40,g,https://d1r9wva3zcpswd.cloudfront.net/550cc8aa687e40f00ed70092.jpeg,2015-03-21T01:26:02+00:00,null
Burgers' Smokehouse,Bacon Wrapped Pork Tenderloin Filet,51db37e3176fe9790a89a4d3,54de3ffd7d804f5d6b0bd4e6,35243548705,2,null,null,280,180,20,7,0,null,null,85,760,3,0,3,24,0,0,0,8,null,2,1,pc,140,140,g,https://d1r9wva3zcpswd.cloudfront.net/54de4a457d804f5d6b0bd836.jpeg,2015-02-13T19:02:30+00:00,null
Schiff,"Bar, Apple Cinnamon Yogurt",51db37f1176fe9790a89a9c5,51c3645a97c3e69de4b0430e,20525121226,2,Apple Cinnamon Yogurt,"Other Ingredients: Corn Syrup, Coating [Sugar, Fractionated Palm Kernel Oil, Whey Powder, Nonfat Milk Powder, Yogurt Powder, Lecithin (as an Emulsifier) and Vanilla], Soy Protein, Crisp Rice (Soy Protein Isolate, Rice Flour, Malt), Soy Protein Isolate, High Fructose Corn Syrup, Defatted Soy Grits, Dehydrated Apples, Gum (Gellan Gum, Sodium Citrate), Crystalline Fructose, Natural Flavors, Tricalcium Phosphate, Lecithin (as an Emulsifier), Date Paste, Fig Paste, Glycerin, Vitamin/Mineral Premix (Ascorbic Acid, DL-Alpha-Tocopheryl Acetate, Retinyl Palmitate, Niacinamide, Zinc Oxide, Reduced Iron, Copper Gluconate, Calcium Pantothenate, Vitamin D3, Pyridoxine Hydrochloride, Riboflavin, Thiamin Mononitrate, Cyanocobalamin, Folic Acid, Biotin, Potassium Iodide, Dicalcium Phosphate), Cinnamon Powder, Chromium Polynicotinate, Selenium Amino Acid Chelate.",270,50,6,4,null,null,null,null,null,41,2,26,15,100,100,20,90,null,1,1,bar,72,72,g,null,2014-11-24T20:24:24+00:00,null
Nalley,"Bread & Butter Pickles, Sweet & Slightly Tangy",51db37b4176fe9790a8987e5,51c548ee97c3e6efadd5fa2a,41820106190,2,Sweet & Slightly Tangy,"Fresh Cucumbers, High Fructose Corn Syrup, Vinegar, Contains 2% Or Less of Water, Salt, Spices, Dehydrated Onions, Natural Flavorings, Calcium Chloride, Turmeric (Color), Polysorbate 80, Yellow 5.",35,0,0,null,null,null,null,null,135,9,null,8,0,0,0,0,0,null,28,28,G,28,28,g,null,2014-11-24T20:24:24+00:00,null
Lucerne,"Smoothie, Light, Strawberry",51db37bd176fe9790a898e8e,51c365e197c3e69de4b04ea7,21130078486,2,"Light, Strawberry","Cultured Nonfat Milk, Strawberry Fruit Base [Strawberries, Crystalline Fructose, Natural Flavor, Corn Starch-Modified, Sucralose, Citric Acid, Artificial Color (FD&C Red 40)], Inulin (Polyfructose), Whey Protein Concentrate, Vitamin Premix [Magnesium Phosphate, Maltodextrin, Sodium Ascorbate, Vitamin E (Tocopheryl Acetate), Ferric Orthophosphate, Vitamin A Palmitate, Niacinamide, Zinc, Oxide, D-Calcium Pantothenate, Manganese Sulfate, Vitamin D3 (Cholecalciferol), Pyridoxine Hydrochloride, Thiamine Mononitrate, Chromium Chloride, Sodium Selenite, Riboflavin, Vitamin B12 (Cyanocobalamin), Folic Acid, Potassium Iodide, Biotin], Acesulfame Potassium (a Sweetener), Potassium Sorbate (to Maintain Freshness).",130,0,0,0,0,null,null,10,140,26,6,16,10,25,30,30,25,null,1,1,bottle,283,283,g,null,2014-11-24T20:24:24+00:00,null
TasteTations,"Hard Candies, Chocolate",51db37d4176fe9790a899f12,51c3714997c3e69de4b0ac4d,34000732012,2,Chocolate,"Sugar, High Maltose Corn Syrup, Cream, Milk Fat, Cocoa Processed with Alkali, Salt, Vanillin (an Artificial Flavoring), and Soya Lecithin (an Emulsifier).",60,15,1,1,null,null,null,3,30,12,null,9,0,0,0,0,0,null,13,3,pc,17,17,g,null,2014-11-24T20:24:24+00:00,null
Chef Solutions,Broccoli Cheddar Rice,54761f6ed6d142e27ffbd1ed,54761f6f59752938643a8c68,71117614626,2,null,null,190,120,13,8,0,null,null,40,570,10,1,1,9,15,20,20,2,null,10,0.5,cup,110,110,g,https://d1r9wva3zcpswd.cloudfront.net/547627adbbd4fdf6606eb3d2.jpeg,2014-11-26T19:19:12+00:00,null
Breadsmith Grocery,Traditional Egg Challah,51db37b8176fe9790a898af8,51c3b6f297c3e6d8d3b446a4,14373030021,2,null,"Unbleached Unbromated Flour, Water, Eggs, White Sugar, Margarine, Salt, Vanilla, Yeast.",86,14,1,0,null,null,null,8,123,15,0,null,3,0,0,1,1,null,21,1,oz,28,28,g,null,2014-11-24T20:24:24+00:00,null
Our Family,"Tomatoes, Stewed Italian",51db37b0176fe9790a8983b6,51c3e9f397c3e6de73cb9a63,70253267345,2,Stewed Italian,"Tomatoes, Tomato Juice, Sugar, Salt, Dehydrated Onion, Dehydrated Celery, Dehydrated Bell Peppers, Spices, Calcium Chloride, Citric Acid, Natural Flavors.",35,0,0,0,0,null,null,0,270,8,1,6,1,10,20,4,6,null,3.5,0.5,cup,117,117,g,null,2014-11-24T20:24:24+00:00,null
Rosina,Meatballs,51db37b3176fe9790a898678,51c3c77297c3e6d8d3b4c4ab,41646404760,2,null,"Beef, Water, Bread Crumbs [Enriched Flour (Containing: Wheat Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin and Folic Acid), Corn Syrup, Sugar, Vegetable Shortening (One or More of the Following: Hydrogenated Soy Bean Oil and/or Cottonseed Oil), Yeast, Contains 2% or Less of the Following: Salt, Soy Flour, Whey, Dough Conditioner (Sodium-Stearoyl, 2 Lactylate), Calcium Propionate], Textured Soy Protein Concentrate (Soy Protein Concentrate, Caramel Color), Egg Whites, Soy Protein Concentrate, Contains 2% or Less of the Following: Romano Cheese (Sheep's Milk, Rennet, Salt), Dehydrated Onion, Pepper, Garlic Powder, Oregano, Parsley, Spices, Flavorings, Corn Syrup Solids, Salt, Sodium Phosphate.",270,200,23,9,null,null,null,50,700,6,4,1,16,2,0,4,8,null,5,3,meatballs,85,85,g,null,2014-11-24T20:24:24+00:00,null
Archer Farms,"Potato Chips, Grilled Cheese",51db37b0176fe9790a8983eb,54fe2c6d3b05d44e59f1c4e8,85239618455,2,null,null,140,70,8,1,0,null,null,0,160,17,1,1,2,0,6,2,2,null,8,12,chips,28,28,g,https://d1r9wva3zcpswd.cloudfront.net/54fe48d2ab7c0b1a68eb44b7.jpeg,2015-03-10T01:28:50+00:00,null
T.G.I. Friday's,"Happy Hour Snack Mix, Cheddar Bacon",51db37b1176fe9790a898434,5571ae48b1bfe02f228bf054,72049297,2,null,null,140,60,7,1,0,null,null,0,360,15,2,0,3,2,0,2,2,null,3,1,oz,28.4,28.4,g,https://d1r9wva3zcpswd.cloudfront.net/5571ae39a41e6c7a0c329e04.jpeg,2015-06-05T14:12:09+00:00,null
